carat,cut,color,clarity,depth,table,x,y,z,sample_id
-719.2603108118379,-23.995281583961674,22.67605318239172,170.24805967044097,6.045086875322791,-16.046788774301287,210.62409165272243,-966.8874024183117,-99.52569136643616,2609
-643.027299902066,-19.444382453863206,307.9497082592671,-267.33662754598964,8.699668364857587,12.254345960909166,195.2759261590347,-874.8099702152268,-102.09660046751897,2369
-1360.0494514390336,-73.52226421458114,229.8516332990282,-195.90240734661637,4.183778213040304,-7.765915300825863,-214.9902399383336,-1264.4162184723812,-438.8412605793201,1177
1249.9733690734654,-63.87097738550623,-443.75280007775876,289.0852526385834,32.02812151193042,-3.039841443424603,169.32887015219376,238.99501552489835,131.79838406241427,1098
-113.52586688610452,138.3470786964402,-398.13560020469544,405.91819420302267,10.098795369928526,24.993689832266192,162.4596201865739,-41.23917574468169,226.2353744501799,1252
-1531.0957986391443,-36.58628805682089,411.01396990796036,144.96053454405475,-8.023950688347464,7.012231411903049,-213.4615355025435,-1378.323054887884,-533.050814533433,3218
-1269.3017583081114,-28.86713088418917,205.28846937743293,-529.5337319236503,9.671684285560323,-6.764748236532591,-163.9295652960828,-1200.4210263424295,-400.53070068241425,634
-1447.0572745015531,-12.933956742214178,34.25096299628851,134.8349809240889,-0.7077621775678761,-5.428433897400466,-123.7551417199824,-1342.1202810080097,-413.71865599093286,2097
-1127.0181767641832,54.23291135194519,14.654754107290895,-226.18782478582338,19.255219300809713,-1.2309845109625153,62.49065402782303,-1018.2742407169235,-341.1846248386076,1152
5416.814760988897,-96.58114700066236,-243.07892401945662,732.0915242557732,-203.89965535815958,-8.711780661632936,190.8982958884222,5120.842310002558,1607.4845325530407,1327
643.5394271896139,-50.62454360778072,-242.54679899161553,-874.6458989289398,5.50356358092688,17.640091425273948,107.49642746472601,143.55896273260242,251.49150271355512,2072
1382.970198598987,-65.98254524616202,-798.5230651416672,742.7854682064379,32.89946898226667,16.737669296224407,159.1928701701739,725.5302407304965,486.68412660226403,356
1061.332616347879,-63.21936874189941,701.6974287807557,-1442.799944776974,33.96576685853449,10.58971227529514,176.37768634558546,386.1285134292027,319.9264944990079,1625
-1541.3274721426685,57.37671461696242,268.7735921135174,135.75053261074194,18.061291816237564,-2.802768747733493,-288.6893895389905,-1389.3448464405358,-501.3069705059469,165
